t,x1,x2,x3
169.0,0.16792350235010212,-0.07836404734033693,0.0037938241444146485
170.0,0.17720954472509873,-0.08659059736125574,0.0012348740751395501
171.0,0.18663114324366037,-0.0937939291539922,-0.0016058231734019902
172.0,0.1960104444388908,-0.0999184225358101,-0.004701464122419872
173.0,0.20509913689793863,-0.10494035310258504,-0.008016577059315173
174.0,0.21349989946657344,-0.10887017437750243,-0.011507318728631501
175.0,0.22072267237867235,-0.11174866222389343,-0.015122963847750286
176.0,0.22620494003332386,-0.11363279082698872,-0.018806840022345422
177.0,0.22931173099482616,-0.1145944381849268,-0.02249632774638226
178.0,0.22935846506783253,-0.11472038610875442,-0.02612368149622851
179.0,0.22575135429245388,-0.11410582580469789,-0.029625427198696416
180.0,0.21775644003488878,-0.11284350345822532,-0.032939565734897626
181.0,0.2049194279156972,-0.11102597232939285,-0.03601017122887196
182.0,0.18715323966394953,-0.10874146965663231,-0.03878897026530268
183.0,0.16473801311722464,-0.10607390142036681,-0.04123534188951696
184.0,0.1383210291048968,-0.1031028423430105,-0.043317013622661237
185.0,0.10894782618663981,-0.09990242937829258,-0.04501340799639131
186.0,0.07794023106025777,-0.09653661766900998,-0.046312138845099216
187.0,0.04664794877581093,-0.09306565174609233,-0.04720930033540975
188.0,0.016425394645849748,-0.0895433402711598,-0.047709655271348676
189.0,-0.011368305754586897,-0.08601649238271061,-0.047826631146302145
190.0,-0.03558283608936623,-0.08252483028717308,-0.047579061448245065
191.0,-0.05579651793171194,-0.07909808743042063,-0.046988961641181465
192.0,-0.07190911008148432,-0.07576065901055669,-0.046082388240280124
193.0,-0.08408129241409514,-0.07253004948306377,-0.0448879060398552
194.0,-0.09273495840729554,-0.06941493170525796,-0.043436588113365975
195.0,-0.09855078797068195,-0.06641514693628986,-0.041761745019507246
196.0,-0.10229755265545912,-0.06352170483714349,-0.03989565490113921
197.0,-0.1047144774092877,-0.060721964588385094,-0.03787113416743194
198.0,-0.10646982035592022,-0.05800757663584806,-0.03572079399313245
199.0,-0.10811404109920301,-0.05537062266846434,-0.033476542183630636
200.0,-0.11007981897509526,-0.05280683770887335,-0.031169583174959645
201.0,-0.11267603493057235,-0.05031562870326571,-0.028830393059648615
202.0,-0.11607178680100827,-0.047900110258509924,-0.026487687422170707
203.0,-0.1203336348116744,-0.045569876272597676,-0.02416915559286538
204.0,-0.12543598330248182,-0.043341154654181833,-0.0219007816691311
205.0,-0.1312610807279803,-0.041230517857650494,-0.01970625296130015
206.0,-0.1376105590959589,-0.039254282454512665,-0.017606959992638022
207.0,-0.1442455089961909,-0.03742850913339886,-0.015621756849623867
208.0,-0.15087446930246867,-0.03576839317865245,-0.013767067888765375
209.0,-0.15719470690836546,-0.034283327333109015,-0.01205722242156978
210.0,-0.1628954123074516,-0.032977918826685215,-0.01050307203995443
211.0,-0.16766105693212768,-0.031849942475198526,-0.00911193071124849
212.0,-0.17121385462046784,-0.030889865305308864,-0.007887574778193405
213.0,-0.17329869543200516,-0.030080847793152572,-0.006830517131716887
214.0,-0.17373485884712336,-0.02939899236773654,-0.005938917155926606
215.0,-0.1724301042105011,-0.028812593940259465,-0.0052081577483919
216.0,-0.16938067073111188,-0.028284235322978364,-0.0046310404154951265
217.0,-0.16466441173006224,-0.027771787721297698,-0.004197800439318879
218.0,-0.15843542392515128,-0.02722841073376932,-0.0038961068776459163
219.0,-0.1509160639583851,-0.026603276978300002,-0.003712446328334785
220.0,-0.142350086982947,-0.02584622790060653,-0.003632803939234009
221.0,-0.133000577268073,-0.024905489630244446,-0.003642265955955285
222.0,-0.1231499481990546,-0.023734109859542937,-0.00372608580614938
223.0,-0.11305599236809505,-0.022291029423286906,-0.0038696841243119223
224.0,-0.10289641251317232,-0.02054108229871696,-0.004058871786687512
225.0,-0.0928118479976128,-0.018454995605529514,-0.004280701608602125
226.0,-0.08289270235459573,-0.016012874066697075,-0.0045228404705824204
227.0,-0.07317914067941128,-0.013206169037194777,-0.004774495847545414
228.0,-0.06367110907501362,-0.010034710687901823,-0.005026519448665539
229.0,-0.05435823541437657,-0.006509629081651675,-0.005271406658157787
230.0,-0.04520660137794764,-0.0026533608900745445,-0.005503043519502157
231.0,-0.036195556516932,0.0015003506064038914,-0.005716281988234523
232.0,-0.027320385105315922,0.0059082879293788975,-0.005907412313460261
233.0,-0.01859230613986633,0.010520396968425922,-0.00607425140323088
234.0,-0.010039799536506891,0.015277570125280313,-0.006216142824544061
235.0,-0.0017221287027114666,0.020113319648722927,-0.006333946600980046
236.0,0.006293611507385013,0.024953803722563325,-0.006429237274519283
237.0,0.01395250255677258,0.029717826465638492,-0.0065045085593976445
238.0,0.021212144596736038,0.03432183285332378,-0.006563360894495983
239.0,0.028042673550502262,0.03868228681862264,-0.006610193114621027
240.0,0.03443761118433645,0.04270944745842345,-0.006650202450505361
241.0,0.040421413179193004,0.04632004628013914,-0.00668917255115244
242.0,0.0460328250398671,0.049437609637273304,-0.006733104425225929
243.0,0.05132336798540457,0.05199245872942079,-0.006788613177893032
244.0,0.05635733878590172,0.05392327218192604,-0.006861908250197399
245.0,0.06120214880291204,0.05517572140560537,-0.006958726528727429
246.0,0.06591794602909214,0.05570103118229795,-0.007084332345616284
247.0,0.07056549445819633,0.055464405850987865,-0.0072431021914530725
248.0,0.07520284438802971,0.05444531862885942,-0.007438605268627037
249.0,0.07988533242044846,0.05263753001624081,-0.00767364323050284
250.0,0.08466558146135872,0.05005299860736782,-0.007949326432662869
251.0,0.08959455680655028,0.04671293578218159,-0.00826506593109748
252.0,0.09472494048391533,0.04265742642804871,-0.008618573482204912
253.0,0.10009914769532682,0.03795314300352223,-0.009006183402144234
254.0,0.10574503909967518,0.03269334553834111,-0.009423490987025137
255.0,0.11167592001853428,0.026997881633431756,-0.009865010874764223
256.0,0.11788964712485815,0.021008136488814774,-0.010324626190095398
257.0,0.12435013480055439,0.014883016904414128,-0.010795602083401143
258.0,0.13098711796553894,0.008792631698155692,-0.011270612843279708
259.0,0.13768793011989408,0.0029049576220732923,-0.01174311940158544
260.0,0.1442933610760224,-0.0026143130207471324,-0.012207099087715731
261.0,0.15059765695864874,-0.007601772376168735,-0.012657296434154988
262.0,0.15635919849864474,-0.011907023550080284,-0.013089758792663175
263.0,0.1612683446684652,-0.015417828552248361,-0.013501836334275891
264.0,0.16495917366596263,-0.018044788339775703,-0.013892182276472818
265.0,0.16707903419357778,-0.019724545258378273,-0.014260998107133759
266.0,0.16728987768833856,-0.020419891632105436,-0.014609775848375093
267.0,0.1652682583218593,-0.020119769763339478,-0.014940966761881412
268.0,0.16075843944186705,-0.01883739407244541,-0.015258148305813358
269.0,0.15361222067169172,-0.016603193720297588,-0.015566024134807673
270.0,0.14378274277262063,-0.013465366831506531,-0.015870402316517214
271.0,0.1314246424331061,-0.009478625423649486,-0.016177083374523712
272.0,0.11689522026015531,-0.004703232928566984,-0.016491838194000318
273.0,0.1007520778471128,0.0007949958076369668,-0.016820438307686245
274.0,0.08367893283908383,0.006945285278766511,-0.01716833361904328
275.0,0.06641117835450919,0.013677251945975412,-0.017540652402255684
276.0,0.049650690302937985,0.020919264469001907,-0.017942109467892136
277.0,0.03404421751391577,0.02859626831259644,-0.01837606596324374
278.0,0.02018338173698255,0.03662982208252904,-0.018845269182033112
279.0,0.008588279785339733,0.044938097525589304,-0.019351317002396406
280.0,-0.0005093435882339723,0.05343549047528816,-0.019894451310430272
281.0,-0.007061745854742638,0.062027997133346446,-0.020473558000191985
282.0,-0.011112805210091134,0.07061702148622717,-0.02108615804713678
283.0,-0.012809441826857365,0.07910282972771492,-0.02172820272459813
284.0,-0.012401617854292163,0.08738456737563716,-0.022394487969064535
285.0,-0.010210073900140167,0.09536048733376727,-0.023078381272680748
286.0,-0.006528304157920344,0.10293892006878469,-0.02377165174823164
287.0,-0.001666583061554249,0.11003541372160541,-0.024464470129142074
288.0,0.004085868193808393,0.11658017820070969,-0.02514547867559839
289.0,0.010463116741257501,0.12252378137888265,-0.025802486019540244
290.0,0.017223015948141,0.12783714909321253,-0.026422471721833873
291.0,0.02415878955349814,0.13251131716093276,-0.026991891032674475
292.0,0.031096880540759736,0.13655170221117582,-0.027496748696040383
293.0,0.03788820256881372,0.13997982283240434,-0.02792259894969315
294.0,0.04440844530268672,0.1428201241628582,-0.02825489362066229
295.0,0.05055807441354275,0.14509580056536456,-0.028480498151454273
296.0,0.05626138201780349,0.14682879562733872,-0.02858694913279329
297.0,0.06146090726676735,0.14803814912587654,-0.028563350009955024
298.0,0.06611762132527085,0.14871983077567882,-0.02840047517732116
299.0,0.07021015081825328,0.14885095079357089,-0.028090769978379324
300.0,0.07373464589626359,0.14839430845457674,-0.027628754484040913
301.0,0.07670434684015082,0.14729742501014484,-0.027011555649051222
302.0,0.07914530983429763,0.14549254368814832,-0.02623825285679973
303.0,0.08109189743594794,0.14290240777647367,-0.02531032731748463
304.0,0.08258447994759371,0.13945307580811797,-0.024231672253157026
305.0,0.08366928651180876,0.13506209042137438,-0.023008587598958144
306.0,0.0843984076494408,0.12967114043479483,-0.021649306627438386
307.0,0.08482522668425212,0.1232486258765804,-0.020163652119350582
308.0,0.08498551278490679,0.11578965798458066,-0.01856301672895821
309.0,0.08490667789275406,0.10731685595887207,-0.01686024337833066
310.0,0.08461229315941914,0.09789669413685086,-0.01506962525734367
311.0,0.08412208894680323,0.08763167928735253,-0.013206827103321508
312.0,0.08345160676188251,0.07664970940553412,-0.011287792401288266
313.0,0.0826017100635137,0.06510523011310868,-0.009329150870166827
314.0,0.08156402155529403,0.05317923465834448,-0.0073479012297189596
315.0,0.08033967873950348,0.0410792608244438,-0.00536122038022788
316.0,0.07894040225672447,0.029008098216299915,-0.0033864634024978217
317.0,0.07738851006564039,0.017139058736687196,-0.0014411381569291108
318.0,0.07572149846650128,0.005630220702805632,0.00045795794768084883
319.0,0.07398369116832255,-0.005391846197232615,0.002294227314024587
320.0,0.07219547527137031,-0.01583208090439983,0.004051770173512843
321.0,0.07034936582316308,-0.025626625654339378,0.005715795316827973
322.0,0.06841038524524803,-0.03474689793464813,0.007272620093923534
323.0,0.06626713152930902,-0.04320477508357279,0.008709814966236936
324.0,0.0636868014983559,-0.05102481668650398,0.010016639748377843
325.0,0.06038363072944199,-0.058240088995875704,0.01118326703007879
326.0,0.056025175054214435,-0.06489216493116201,0.012202071292801046
327.0,0.050232310558912696,-0.07102960828359793,0.01306779766611653
328.0,0.04261021386017658,-0.07668148008397421,0.013777561927707705
329.0,0.03280018821368617,-0.08186602350864645,0.014330844584221684
330.0,0.020526700999296047,-0.0865908898293735,0.014729214591259296
331.0,0.0056941910539525095,-0.09084913377330074,0.014976135196599915
332.0,-0.011610884649602091,-0.09461921352296145,0.01507712575295901
333.0,-0.03110868030248197,-0.0978659916172419,0.015039759724464356
334.0,-0.05229287616350487,-0.10055661054231453,0.014873664686656043
335.0,-0.07455087739209208,-0.10266093273125214,0.014590485615858122
336.0,-0.097210575406992,-0.10415703826898515,0.014202384978629207
337.0,-0.11954044678934558,-0.10503369295276414,0.013722325809358227
338.0,-0.14074955328268604,-0.10529034829215964,0.01316371082895184
339.0,-0.1600754333331016,-0.10493788356270144,0.012539851345728183
340.0,-0.177093619747855,-0.10400517222347476,0.011863967255416722
341.0,-0.19153158833115838,-0.10253299547986651,0.01114918430893964
342.0,-0.20327369226144046,-0.10056839877639721,0.010407483951962877
343.0,-0.21236450326728273,-0.09816464091647409,0.009649820284026318
344.0,-0.21900879490104858,-0.09538119406239143,0.008886414643703131
345.0,-0.2235277563335843,-0.0922813377100266,0.008126113553226903
346.0,-0.22631025435744878,-0.08892271295105819,0.007376388718491939
347.0,-0.22776238587994183,-0.08536288680921592,0.006643337029053053
348.0,-0.22826897836579157,-0.0816554256269218,0.005931754099732387
349.0,-0.22819358983715443,-0.07784944963450575,0.0052456724488250395
350.0,-0.22787218567542847,-0.07398963295020493,0.004588204496812626
351.0,-0.22756894861647614,-0.0701161326836796,0.003961486603529304
352.0,-0.22749777675194977,-0.06626438974304268,0.0033666931422343003
353.0,-0.22783067313884015,-0.06246669143012166,0.00280403649961198
354.0,-0.2286966412426299,-0.05875277581511723,0.002272831773283603
355.0,-0.23018168493729393,-0.055149832588735063,0.0017723246176345588
356.0,-0.23233730388386253,-0.05168250306218784,0.0013012179376958915
357.0,-0.23519755102500203,-0.048373757134319496,0.0008577182950669851
358.0,-0.23877458187888245,-0.04524761458500014,0.0004396537647524235
359.0,-0.24306504132362194,-0.042327342305302613,4.447393516202502e-5
360.0,-0.24805013966158448,-0.03963538433580037,-0.00033066348944921556
361.0,-0.25369563083649493,-0.03719337817613373,-0.0006885351027322729
362.0,-0.25994897693278374,-0.0350221489667825,-0.0010323829677215176
363.0,-0.26673679053343646,-0.03313953675460342,-0.00136535833477958
364.0,-0.27394851427387773,-0.03156273753717292,-0.0016904320807065063
365.0,-0.2814309329787545,-0.030304546487165365,-0.002010394708739846
366.0,-0.2889881736619324,-0.029370067412157093,-0.002327856348554506
367.0,-0.2963829540774815,-0.02875671275462593,-0.002645032797519716
368.0,-0.3033302148296751,-0.028454195730254126,-0.0029638278437790016
369.0,-0.30942896074179266,-0.028441992112218997,-0.003285797495302716
370.0,-0.31426330094438854,-0.02868939966805977,-0.0036117269954688844
371.0,-0.3174280913397902,-0.02915752899848597,-0.0039416289912395895
372.0,-0.31852893460209974,-0.02979826798127114,-0.004274743533161071
373.0,-0.31721509446694124,-0.0305542817712529,-0.004609632563437666
374.0,-0.3132769108442034,-0.03135902137400995,-0.004944363608630434
375.0,-0.30658812392158696,-0.03214351324435746,-0.005276426897439995
376.0,-0.2972675179965979,-0.03284173318892872,-0.005602788998248497
377.0,-0.28569241653174093,-0.03339100646121799,-0.0059198934779138455
378.0,-0.27249837675978306,-0.03373564001546195,-0.00622366090176969
379.0,-0.25850789229501986,-0.033826922506639726,-0.0065098566859180225
380.0,-0.24457571698244024,-0.033623336711800594,-0.0067745921006690775
381.0,-0.23149962902323948,-0.03309714416299081,-0.0070139001830167025
382.0,-0.2199940203899619,-0.03223451665092749,-0.007224310337583007
383.0,-0.210689896826502,-0.031029896926765024,-0.007402861957283779
384.0,-0.2041211095390159,-0.02948607348077873,-0.0075471044233284875
385.0,-0.20046855588891277,-0.027614180542364634,-0.00765514035828586
386.0,-0.19968697721928302,-0.025432761145530065,-0.007726097917372498
387.0,-0.2016519896856342,-0.022963409877576946,-0.007759731373816329
388.0,-0.20614132443115815,-0.020230445477392594,-0.007756526845705854
389.0,-0.21283482758673064,-0.017258883581752215,-0.007717786128768882
390.0,-0.2213457613013187,-0.014074287293234919,-0.007645626696372525
391.0,-0.23137612440447794,-0.010701935365716574,-0.0075429461744410215
392.0,-0.24257455369092262,-0.007165118135829992,-0.007412951472404111
393.0,-0.2545539889755849,-0.0034861130462656483,-0.007259278125930042
394.0,-0.2669001673599959,0.00031380475751794057,-0.007085812281596426
395.0,-0.2791716232322883,0.004214362545561589,-0.006896611746442569
396.0,-0.2909027386199027,0.008196294768488089,-0.0066959059879695415
397.0,-0.3014202149964866,0.012241221172492378,-0.006488096134140114
398.0,-0.3097356407622721,0.016330673381428823,-0.006277390213397027
399.0,-0.31468357255174645,0.020445628690708737,-0.006067514087351361
400.0,-0.31492647717469036,0.024566506446575154,-0.005862140831838424
401.0,-0.30895473161617654,0.0286731680461014,-0.00566452117417528
402.0,-0.2951654133216126,0.03274477517557454,-0.005477480229834832
403.0,-0.27198130793145375,0.03675839321222044,-0.0053034175024458214
404.0,-0.23762774750055873,0.04068958100454032,-0.005144279051520653
405.0,-0.19131472435692068,0.044513227728677766,-0.005001487521363998
406.0,-0.13336310504841806,0.04820356076045427,-0.0048761351051248795
407.0,-0.065213247373646,0.0517343037867353,-0.004768818967272051
408.0,0.01021001425585864,0.05507927730403067,-0.0046796183723657285
409.0,0.08907612478017292,0.058211913907002186,-0.0046080946850576105
410.0,0.16756937146955572,0.06110827660166415,-0.00455330499437142
411.0,0.24190343154985466,0.06374747512635752,-0.004514028635805519
412.0,0.3083213722025272,0.06611167463874844,-0.004488771406486626
413.0,0.3634355867941243,0.06818729435299639,-0.004475720497745078
414.0,0.4061536143462488,0.0699651360916099,-0.004472758749662554
415.0,0.4365536715283247,0.0714401975239756,-0.004477464651072079
416.0,0.4554032352847945,0.0726121808864624,-0.004487112339558025
417.0,0.4641811154744848,0.07348549298242214,-0.004498925986247355
418.0,0.4649094951816458,0.07406916559345425,-0.00451017303413576
419.0,0.4594138900182467,0.07437347284980571,-0.004518020091123822
420.0,0.4494326178901406,0.07440982429054252,-0.0045197227128271475
421.0,0.43643063037180546,0.0741889401460827,-0.004512625418849339
422.0,0.42158278577636066,0.07371952389912917,-0.004494161692782
423.0,0.40577466212642543,0.07300826228466978,-0.004461997305991529
424.0,0.3896101040790629,0.0720595316205743,-0.0044141140762818335
425.0,0.37344093703699377,0.07087305905198109,-0.004348652387217319
426.0,0.35749265350599635,0.06944593756351188,-0.004264172055304482
427.0,0.34188629556854605,0.06777438565168328,-0.0041596567970166925
428.0,0.32663845488381693,0.0658537624196592,-0.0040345142287941905
