mag_goals,mag_modifier,loss_median
0.1,0.6000000000000001,0.008218960427456233
0.1,0.2,0.03870895093676303
0.1,0.1,0.0015438640929768112
0.1,1.7000000000000002,0.2213864959213494
0.1,0.8,0.02959991228410486
0.1,1.6,0.08984428684019631
0.1,0.5,0.005950935501328749
0.1,0.9,0.010196439881345483
0.1,2.0,0.011855499797969802
0.1,1.4000000000000001,0.5441923931498892
0.1,1.8,0.15611994671051943
0.1,1.2000000000000002,0.022827347468566583
0.1,1.0,0.0013520817413034093
0.1,0.7000000000000001,0.0014386649429732248
0.1,1.9000000000000001,0.05265482461995846
0.1,0.4,0.002092544580681465
0.1,0.30000000000000004,0.002936324949791904
0.1,1.5,0.02651791279693186
0.1,1.1,0.03757535433111113
0.1,1.3,0.0782266075737051
0.2,0.1,0.0028884762960242993
0.2,0.6000000000000001,0.004494518951208274
0.2,0.2,0.004324246821724478
0.2,1.6,0.3009117791485901
0.2,0.8,0.012706126092443168
0.2,0.7000000000000001,0.010167404573219106
0.2,0.9,0.163965636466029
0.2,1.1,0.045334961431966726
0.2,1.2000000000000002,0.008236644816290732
0.2,1.0,0.0035627655085781625
0.2,1.8,0.023092136030867235
0.2,1.4000000000000001,0.018722324372795068
0.2,1.3,0.029635655958103278
0.2,0.30000000000000004,0.0021410619792093587
0.2,1.5,0.016735099862352137
0.2,0.5,0.009869801938456981
0.2,1.7000000000000002,0.845046336858041
0.2,1.9000000000000001,0.021823199418550224
0.2,0.4,0.015710107633781074
0.2,2.0,0.010768509263348366
0.30000000000000004,0.30000000000000004,0.027837409532926696
0.30000000000000004,0.4,0.006925070318624869
0.30000000000000004,0.2,0.007559202808929747
0.30000000000000004,1.3,0.013570346236513124
0.30000000000000004,0.9,0.010065962862317314
0.30000000000000004,1.0,0.008719245346124008
0.30000000000000004,1.1,0.03129393227056907
0.30000000000000004,0.7000000000000001,0.007230146590782809
0.30000000000000004,1.8,0.015304701008883384
0.30000000000000004,0.1,0.006418000277088565
0.30000000000000004,1.7000000000000002,0.04428828243003798
0.30000000000000004,2.0,0.015559793621960624
0.30000000000000004,1.4000000000000001,0.09059106793379636
0.30000000000000004,0.5,0.013219838558465929
0.30000000000000004,0.8,0.0377376584377257
0.30000000000000004,0.6000000000000001,0.006138072821816876
0.30000000000000004,1.2000000000000002,0.030826060913398387
0.30000000000000004,1.6,0.9170478602563725
0.30000000000000004,1.9000000000000001,0.04525772770943889
0.30000000000000004,1.5,0.0065502263171522065
0.4,0.30000000000000004,0.00518251011763174
0.4,1.4000000000000001,0.1129770275520625
0.4,1.9000000000000001,0.017512390051176926
