time,behaviours,loss,epochs
2024-01-01T17:57:42.388,1,0.07031323133697086,50
2024-01-01T17:57:52.649,1,0.09122797447932611,50
2024-01-01T17:58:02.335,1,0.09628514897675512,50
2024-01-01T17:58:12.597,1,0.10615957364709042,50
2024-01-01T17:58:33.485,2,0.11738329173938129,50
2024-01-01T17:58:54.435,2,0.10915174764867328,50
2024-01-01T17:59:16.043,2,0.0348970542723286,50
2024-01-01T17:59:36.566,2,0.11219165771690859,50
2024-01-01T18:00:12.734,3,0.1422413582192169,50
2024-01-01T18:00:47.737,3,0.09140886003759578,50
2024-01-01T18:01:18.948,3,0.11975289819404285,50
2024-01-01T18:01:51.51,3,0.13213365798222138,50
