time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,loss
2024-01-06T19:51:02.863,183809438340153412268817784401633350647,0,5,5,1,0.7853981633974483,1.0,0.1,0.2640877085123288
2024-01-06T19:51:01.808,182973228660304735031291342537223185849,0,5,5,6,0.7853981633974483,1.0,0.1,1.6617732868125277
2024-01-06T19:51:03.038,183948492480463822748905317783933538512,0,5,5,1,0.7853981633974483,1.0,0.1,1.8858219378728374
2024-01-06T19:51:02.769,183734643785613446162533292741823375293,0,5,5,2,0.7853981633974483,1.0,0.1,1.5501415598699557
2024-01-06T19:51:03.15,184036854065552731480000207455342433072,0,5,5,2,0.7853981633974483,1.0,0.1,0.8232904777318559
2024-01-06T19:51:03.447,184272569891713370052726338876653429383,0,5,5,1,0.7853981633974483,1.0,0.1,0.4163577017649462
2024-01-06T19:51:03.756,184517051204861936774652793932178314297,0,5,5,1,0.7853981633974483,1.0,0.1,2.1454414379268245
2024-01-06T19:51:03.828,184574258850343311512635794816297213732,0,5,5,1,0.7853981633974483,1.0,0.1,2.3605758936732104
2024-01-06T19:51:04.129,184812256289128035868834003301827960247,0,5,5,1,0.7853981633974483,1.0,0.1,0.6122503626041054
2024-01-06T19:51:04.196,184865402223629954331171018736695690848,0,5,5,1,0.7853981633974483,1.0,0.1,1.9340183240830917
2024-01-06T19:51:04.379,185010860376316392796984170358776625079,0,5,5,1,0.7853981633974483,1.0,0.1,1.9080038647926558
2024-01-06T19:51:04.355,184991230172946558550830200749583759181,0,5,5,1,0.7853981633974483,1.0,0.1,1.6269709777604242
2024-01-06T19:51:04.619,185198294560240838680629935394347571780,0,5,5,1,0.7853981633974483,1.0,0.1,0.3172179073427913
2024-01-06T19:51:04.641,185218419147344761936456147923584694385,0,5,5,1,0.7853981633974483,1.0,0.1,2.2110909599207065
2024-01-06T19:51:04.836,185372745466717747040642218977930585655,0,5,5,1,0.7853981633974483,1.0,0.1,2.9660827909647645
2024-01-06T19:51:03.532,184339236270604672750478378595413444641,0,5,5,5,0.7853981633974483,1.0,0.1,2.283545608323996
2024-01-06T19:51:05.203,185663416957068454900914417870490492953,0,5,5,1,0.7853981633974483,1.0,0.1,1.4383249273411522
2024-01-06T19:51:05.223,185678955976582377565497384120739212185,0,5,5,1,0.7853981633974483,1.0,0.1,2.01309420426271
2024-01-06T19:51:05.164,185632612255201283783821064242831744379,0,5,5,1,0.7853981633974483,1.0,0.1,0.48853453286844123
2024-01-06T19:51:05.469,185874031558324999216287033161561036363,0,5,5,1,0.7853981633974483,1.0,0.1,0.22032375352810218
2024-01-06T19:51:05.638,186008065009976880766236666696038616593,0,5,5,1,0.7853981633974483,1.0,0.1,0.3366335532394758
2024-01-06T19:51:05.697,186054984720099453251709670115212800942,0,5,5,1,0.7853981633974483,1.0,0.1,1.6398782720256617
2024-01-06T19:51:06.443,186645494399203769354900326297728760686,0,5,5,1,0.7853981633974483,1.0,0.1,0.4355279910024754
2024-01-06T19:51:05.633,186004371393040465765660060776618385020,0,5,5,5,0.7853981633974483,1.0,0.1,1.5300119308542175
2024-01-06T19:51:05.953,186257495864894038611313316537509304450,0,5,5,5,0.7853981633974483,1.0,0.1,1.3994598330302235
