time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,sim_type,sim_time,loss
2024-01-14T13:41:42.177,91436908669540877780788299789845066471,0,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,1.3691570893792888
2024-01-14T13:41:42.539,91723326399846194785004002820149331192,0,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,3.280435170657006
2024-01-14T13:41:42.724,91870617099931588187455892374631559179,0,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,3.2636750800476584
2024-01-14T13:41:42.903,92011751771789623253590621065056842189,0,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,1.3745435549261782
2024-01-14T13:41:43.001,92090010181594712995957171565129136872,0,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,1.9118655165148108
2024-01-14T13:41:43.099,92167177619601981316656814328510502905,0,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,1.5224246791782625
2024-01-14T13:41:43.127,92189803598252804925488157700479000923,0,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,2.110813979503684
2024-01-14T13:41:43.178,92229432732860814803378160625014277371,0,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,2.391036011565835
2024-01-14T13:41:43.252,92288722335996739379727948987776620272,0,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,0.6469778990283837
2024-01-14T13:41:43.4,92405400066368246183357949838401961324,0,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,1.1092972363685554
2024-01-14T13:41:43.471,92462193190103346289240947850871966235,0,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,4.519892991406588
2024-01-14T13:41:42.348,91572548076046923466673728665313926729,0,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,0.5948802950493056
2024-01-14T13:41:43.643,92598428550847824273442053046747658077,0,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,0.46316644386751316
2024-01-14T13:41:43.655,92607527746856262506528335771129571555,0,5,3,5,0.5235987755982988,1.0,0.1,Diff,50.0,2.8411037072216905
2024-01-14T13:41:43.644,92599139861290877337622771696605180520,0,5,3,5,0.5235987755982988,1.0,0.1,Diff,50.0,0.9794388456273284
2024-01-14T13:41:43.645,92600257770663953606695373659622786672,0,5,3,5,0.5235987755982988,1.0,0.1,Diff,50.0,1.3361280330554568
2024-01-14T13:41:43.737,92672406104575943286191360376052142821,0,5,3,5,0.5235987755982988,1.0,0.1,Diff,50.0,1.91870207264327
2024-01-14T13:41:43.981,92866455681614005215579773690373256943,0,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,3.711406026044924
2024-01-14T13:41:43.853,92764280666390734495337416986167140263,0,5,3,5,0.5235987755982988,1.0,0.1,Diff,50.0,1.0706702327036794
2024-01-14T13:41:44.261,93088266014515440223750383341461831968,0,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,4.504475044366507
2024-01-14T13:41:44.52,93293431302754253441194249356481616923,0,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,4.691718545936618
2024-01-14T13:41:44.919,93609146022994095111658868865618681633,0,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,2.1220111010063993
2024-01-14T13:41:45.251,93872574909664273181076782826072087960,0,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,3.5390680929261626
2024-01-14T13:41:45.496,92866455681614005215579773690373256943,5,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,1.370597232094615
2024-01-14T13:41:45.529,92167177619601981316656814328510502905,5,5,3,1,1.5707963267948966,1.0,0.1,Diff,50.0,1.1321077066727279
2024-01-14T13:41:45.608,94154932988922359282956537365240149523,0,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,2.0453333256248247
2024-01-14T13:41:45.651,91870617099931588187455892374631559179,5,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,1.4388228820904296
2024-01-14T13:41:45.673,91572548076046923466673728665313926729,5,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,0.25877104956246594
2024-01-14T13:41:45.655,92090010181594712995957171565129136872,5,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,0.6766502731169927
2024-01-14T13:41:45.664,92011751771789623253590621065056842189,5,5,3,3,0.7853981633974483,1.0,0.1,Diff,50.0,0.5622557226581584
2024-01-14T13:41:45.666,92288722335996739379727948987776620272,5,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,0.29106709500719463
2024-01-14T13:41:45.82,92189803598252804925488157700479000923,5,5,3,4,0.6283185307179586,1.0,0.1,Diff,50.0,0.7568127769429429
2024-01-14T13:41:45.967,94439267810835176278660231466518183455,0,5,3,2,1.0471975511965976,1.0,0.1,Diff,50.0,0.855037952350288
