time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,sim_type,sim_time,mutation_strength,popsize,loss
2025-03-23T21:26:08.643,17504431276284114768416902369938311271,0,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.0029782642457828017
2025-03-23T21:26:28.934,17523082378021597738938049651925198266,0,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7458364421109998
2025-03-23T21:26:29.619,18040862980782694606198753681330469914,0,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.9293655940724794
2025-03-23T21:26:29.967,18036026101461198769624864351733201038,0,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.31907507126797435
2025-03-23T21:26:30.287,17504431276284114768416902369938311271,5,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.45523290116056564
2025-03-23T21:26:31.343,18040862980782694606198753681330469914,5,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.724344648037993
2025-03-23T21:26:31.724,17504431276284114768416902369938311271,10,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.45523290116056564
2025-03-23T21:26:31.919,18036026101461198769624864351733201038,5,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.9227042755703079
2025-03-23T21:26:32.968,17523082378021597738938049651925198266,5,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.9387754731338829
2025-03-23T21:26:33.538,17504431276284114768416902369938311271,15,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.189549547946908
2025-03-23T21:26:33.717,18040862980782694606198753681330469914,10,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.6584543217546392
2025-03-23T21:26:34.063,18036026101461198769624864351733201038,10,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.32737967544829194
2025-03-23T21:26:34.951,17504431276284114768416902369938311271,20,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.18170729952233697
2025-03-23T21:26:36.021,18040862980782694606198753681330469914,15,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.0178348987935681
2025-03-23T21:26:36.386,17504431276284114768416902369938311271,25,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.17677226146790084
2025-03-23T21:26:36.573,18036026101461198769624864351733201038,15,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.46385098520611784
2025-03-23T21:26:37.653,17523082378021597738938049651925198266,10,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.5632211667286149
2025-03-23T21:26:38.265,17504431276284114768416902369938311271,30,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.13107644525662024
2025-03-23T21:26:38.611,18036026101461198769624864351733201038,20,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7885775206869569
2025-03-23T21:26:39.073,18040862980782694606198753681330469914,20,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7215009957357034
2025-03-23T21:26:39.643,17504431276284114768416902369938311271,35,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.12585434693614864
2025-03-23T21:26:40.747,18036026101461198769624864351733201038,25,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7168763867218141
2025-03-23T21:26:41.165,17504431276284114768416902369938311271,40,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.12582042231322976
2025-03-23T21:26:41.772,18040862980782694606198753681330469914,25,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.5596682083841891
2025-03-23T21:26:42.496,17523082378021597738938049651925198266,15,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.45211949485291303
2025-03-23T21:26:43.135,17504431276284114768416902369938311271,45,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.12582042231322976
2025-03-23T21:26:43.323,18036026101461198769624864351733201038,30,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7737250784500262
2025-03-23T21:26:44.545,18040862980782694606198753681330469914,30,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.21476051982398423
2025-03-23T21:26:44.921,17504431276284114768416902369938311271,50,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06241462672420403
2025-03-23T21:26:46.188,18036026101461198769624864351733201038,35,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.6262247365514264
2025-03-23T21:26:46.645,17504431276284114768416902369938311271,55,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06241462672420403
2025-03-23T21:26:47.476,18040862980782694606198753681330469914,35,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.19654005082627965
2025-03-23T21:26:47.924,17523082378021597738938049651925198266,20,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.3528614342909129
2025-03-23T21:26:48.611,17504431276284114768416902369938311271,60,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06241462672420403
2025-03-23T21:26:49.837,18036026101461198769624864351733201038,40,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.7194001520764397
2025-03-23T21:26:50.492,17504431276284114768416902369938311271,65,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.062240776320883956
2025-03-23T21:26:50.792,18040862980782694606198753681330469914,40,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.1431583273372955
2025-03-23T21:26:52.186,17504431276284114768416902369938311271,70,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06188876799328124
2025-03-23T21:26:53.202,17523082378021597738938049651925198266,25,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.26583086922166793
2025-03-23T21:26:54.01,17504431276284114768416902369938311271,75,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06188876799328124
2025-03-23T21:26:54.223,18036026101461198769624864351733201038,45,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.15071794360666
2025-03-23T21:26:54.983,18040862980782694606198753681330469914,45,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.14346330704493354
2025-03-23T21:26:55.622,17504431276284114768416902369938311271,80,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06063895198061416
2025-03-23T21:26:57.331,17504431276284114768416902369938311271,85,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.06063500880353096
2025-03-23T21:26:58.614,18040862980782694606198753681330469914,50,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.13568617656997606
2025-03-23T21:26:59.012,17523082378021597738938049651925198266,30,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.19230220788766914
2025-03-23T21:26:59.772,17504431276284114768416902369938311271,90,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.05468852935274262
2025-03-23T21:26:59.995,18036026101461198769624864351733201038,50,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.33226081340531727
2025-03-23T21:27:01.569,17504431276284114768416902369938311271,95,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.05449571662227901
2025-03-23T21:27:01.834,18040862980782694606198753681330469914,55,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.13567986446551394
2025-03-23T21:27:03.544,17504431276284114768416902369938311271,100,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.05449571662227901
2025-03-23T21:27:04.512,18036026101461198769624864351733201038,55,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,1.4807631505077519
2025-03-23T21:27:05.339,17523082378021597738938049651925198266,35,5,4,4,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.19230220788766914
2025-03-23T21:27:06.048,17504431276284114768416902369938311271,105,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.05429168281004865
2025-03-23T21:27:06.283,18040862980782694606198753681330469914,60,5,4,2,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.13568617656997606
2025-03-23T21:27:07.843,17504431276284114768416902369938311271,110,5,4,1,1.0471975511965976,0.1,0.1,SecondOrderDiff,100.0,,,0.05407503468573793
