time,behaviours,loss,epochs,min_angle,uuid,rows,columns
2024-01-05T19:16:09.258,3,2.93073317174678,0,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:09.258,3,0.6549859249977786,0,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:09.258,3,0.6018721978825469,0,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:09.258,3,2.377098033149336,0,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:09.258,3,0.3336049641574695,0,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:09.258,3,2.834107465226316,0,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:09.258,3,3.136056326465764,0,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:09.258,3,1.5089694634900088,0,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:15.099,3,0.1808847038423522,10,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:15.193,3,0.13307130739880488,10,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:15.158,3,0.029406906544614263,10,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:15.465,3,0.06498010769867506,10,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:15.647,3,0.10501183943085689,10,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:15.767,3,0.06761103315817789,10,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:15.637,3,0.11347794483961683,10,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:15.826,3,0.31083976242702577,10,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:20.87,3,0.278540496813079,20,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:20.751,3,0.12601596270278062,20,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:20.873,3,0.09612095280772219,20,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:21.128,3,0.1662214849672871,20,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:21.139,3,0.1043461486706307,20,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:21.331,3,0.05065970810154058,20,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:22.008,3,0.027278523391668835,20,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:22.721,3,0.05906462012928267,20,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:27.042,3,0.09934908783894986,30,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:27.255,3,0.26058313847036596,30,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:27.31,3,0.11528636192516302,30,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:27.809,3,0.1466514073302606,30,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:28.4,3,0.04688524470291919,30,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:28.142,3,0.055536971306223794,30,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:28.676,3,0.027011305198911106,30,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:28.876,3,0.08831684729998941,30,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:33.175,3,0.09281788303982796,40,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:34.516,3,0.23819487103517545,40,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:34.602,3,0.13621992037685862,40,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:34.788,3,0.10591281777616164,40,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:35.172,3,0.05373812250530513,40,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:35.287,3,0.02573016751359834,40,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:35.689,3,0.04193272207736002,40,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:35.874,3,0.08211290868753846,40,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:41.333,3,0.09188947804066881,50,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:42.785,3,0.018942809217729728,50,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:42.898,3,0.12383299058866133,50,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:42.83,3,0.22600634179912824,50,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:43.624,3,0.1056417192930843,50,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:43.981,3,0.041431824203946484,50,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:44.328,3,0.05065108871336862,50,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:44.367,3,0.079878226192541,50,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:49.699,3,0.09171592060330973,60,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:50.305,3,0.017059856423724328,60,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:51.063,3,0.2256633195927272,60,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:16:51.309,3,0.12368575255211328,60,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:16:51.944,3,0.03877710331781597,60,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:16:52.712,3,0.04286000864806234,60,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:16:52.969,3,0.10447310809136028,60,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:16:53.109,3,0.07940114682080947,60,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:16:58.389,3,0.08812366115171388,70,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:16:58.433,3,0.01622450155418556,70,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:16:59.489,3,0.12352141295032831,70,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:00.376,3,0.2186091508974258,70,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:01.048,3,0.03736437326385412,70,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:01.74,3,0.04269450982511639,70,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:02.444,3,0.10186597407555505,70,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:03.238,3,0.07868502205723528,70,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:07.01,3,0.08276408768518155,80,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:07.773,3,0.016199221854084414,80,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:09.303,3,0.12170389976039513,80,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:09.848,3,0.21545808349625264,80,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:10.031,3,0.04266595910648128,80,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:10.864,3,0.03669602029360643,80,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:11.11,3,0.09841895020905052,80,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:12.213,3,0.07868502205723528,80,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:14.734,3,0.08214105101542138,90,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:15.664,3,0.01612912429773553,90,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:18.351,3,0.040034178944504305,90,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:18.498,3,0.1175745405766917,90,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:18.621,3,0.2145262763350433,90,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:19.916,3,0.0362344460272511,90,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:19.688,3,0.09816858361154146,90,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:20.714,3,0.07723216045466329,90,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:23.969,3,0.07913847243689265,100,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:24.368,3,0.015921636533238876,100,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:27.393,3,0.1151548278984938,100,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:27.282,3,0.03926398769326861,100,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:28.076,3,0.21177092522627003,100,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:28.952,3,0.03463955474133404,100,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:29.32,3,0.09514064814576044,100,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:30.391,3,0.07302056755619997,100,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:33.418,3,0.07808884153335786,110,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:33.368,3,0.015029614644130293,110,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:36.644,3,0.11177809442494047,110,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:36.855,3,0.20880040798086533,110,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:36.875,3,0.03874332348064835,110,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:37.78,3,0.034399080052829045,110,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:38.201,3,0.09320622247453902,110,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:39.617,3,0.06973574873892509,110,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:42.544,3,0.014811021353439487,120,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:42.703,3,0.07681842309088294,120,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:45.542,3,0.19761106847726853,120,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:46.124,3,0.1092459185853047,120,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:46.688,3,0.03828061862891544,120,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:47.922,3,0.09050739398183429,120,0.7853981633974483,170119797138868523406821245312278269204,5,5
2024-01-05T19:17:47.988,3,0.0327624011462783,120,0.7853981633974483,170119807280073325232853030335983430520,5,5
2024-01-05T19:17:50.159,3,0.06741240331415663,120,0.7853981633974483,170119748809689389704153292773518637495,5,5
2024-01-05T19:17:52.773,3,0.07611530681419133,130,0.7853981633974483,170119707611044882284947860050616021943,5,5
2024-01-05T19:17:53.507,3,0.014653956838506321,130,0.7853981633974483,170119816945909151972350117385783941118,5,5
2024-01-05T19:17:56.55,3,0.10842544731835892,130,0.7853981633974483,170119789216052271980823400977546404190,5,5
2024-01-05T19:17:57.013,3,0.19016432605274192,130,0.7853981633974483,170119777331827894841263860770027501027,5,5
2024-01-05T19:17:57.128,3,0.037579687713882155,130,0.7853981633974483,170119820273491977570421249059156329710,5,5
2024-01-05T19:17:58.234,3,0.0900525959547867,130,0.7853981633974483,170119797138868523406821245312278269204,5,5
