time,behaviours,loss,epochs,min_angle
2024-01-01T22:13:47.8,3,0.048785660345817716,150,0.30000000000000004
2024-01-01T22:13:53.346,3,0.06311094685878868,150,0.0
2024-01-01T22:13:53.885,3,0.04184704697221455,150,0.4000000000000001
2024-01-01T22:13:54.636,3,0.13175178610418337,150,0.9
2024-01-01T22:13:55.401,3,0.051139334520979275,150,0.10000000000000002
2024-01-01T22:13:56.611,3,0.024637160730091614,150,0.5000000000000001
2024-01-01T22:13:57.301,3,0.08941638322667018,150,0.7000000000000002
2024-01-01T22:13:58.25,3,0.012982326466135658,150,0.6000000000000001
2024-01-01T22:13:58.35,3,0.08625790484676206,150,0.20000000000000004
2024-01-01T22:13:59.204,3,0.1421232112437835,150,0.8000000000000002
2024-01-01T22:14:00.39,3,0.06961440124035097,150,1.0000000000000002
