time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,sim_type,sim_time,loss
2024-01-14T12:46:33.627,192392252917054382975607249061207539092,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.557783751735782
2024-01-14T12:46:33.627,192392346406286149808078208539680142308,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.5551987520117039
2024-01-14T12:46:33.627,192392324380856970838691103704246265101,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.396166216251713
2024-01-14T12:46:33.627,192392325014682270956613070011866382596,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.7628342844497972
2024-01-14T12:46:33.629,192392324380856970840904552694322638442,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.4958052892174247
2024-01-14T12:46:33.627,192392292531135640106489980212461767531,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.8238779064776063
2024-01-14T12:46:33.627,192392282231474513254116278978383005362,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.7173267135246814
2024-01-14T12:46:33.627,192392246737257706860874793172564976144,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.1408986400591006
2024-01-14T12:46:33.627,192392252124772757831030056920805610175,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.923265956602168
2024-01-14T12:46:33.627,192392324380856970840865026551602762740,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.7133601534102794
2024-01-14T12:46:33.627,192392252124772757832990901281539531562,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.4760562475783021
2024-01-14T12:46:33.627,192392325014682270954962421081724521792,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.9106074094067802
2024-01-14T12:46:33.627,192392416127069162360097741566441293284,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.7424331746855098
2024-01-14T12:46:33.627,192392545268974060609829844168073140440,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.8342835154320153
2024-01-14T12:46:33.627,192392325014682270954568659694252135155,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.4175327165592628
2024-01-14T12:46:33.627,192392325014682270954139027605123064324,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.7938829001991653
2024-01-14T12:46:34.775,193301632181829858753473059332001628349,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.4541201752786777
2024-01-14T12:46:34.775,193301674965037616457790806397032128235,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.8151055087442819
2024-01-14T12:46:35.004,193482886410621866994677094930306272952,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.1824292336245417
2024-01-14T12:46:35.11,193566606809950690119289700134215887382,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.1099860550359684
2024-01-14T12:46:35.109,193566727236757711803015612691093523166,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.8978009892464694
2024-01-14T12:46:35.044,193514783668850109817906187334324085540,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.21794362085923882
2024-01-14T12:46:35.069,193534311826346625691665014769337417120,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,1.036125267211669
2024-01-14T12:46:35.225,193658693703241019558146815035965744082,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.6086480222878792
2024-01-14T12:46:35.348,193755948649572154460069193735628190777,0,5,5,3,0.7853981633974483,1.0,0.1,Diff,75.0,0.46748420261718887
