time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,loss
2024-01-06T19:15:32.736,197560546809594009427427381816842013851,0,5,5,1,0.7853981633974483,1.0,0.1,4.229654229783338
2024-01-06T19:15:32.929,197713747930602966951377542270593299314,0,5,5,1,0.7853981633974483,1.0,0.1,1.151100208752612
2024-01-06T19:15:33.113,197859248866497163121012325200927587022,0,5,5,1,0.7853981633974483,1.0,0.1,0.9166661352329966
2024-01-06T19:15:33.327,198028755143351556243096761147084297687,0,5,5,1,0.7853981633974483,1.0,0.1,1.2768467872091127
2024-01-06T19:15:33.505,198170486403273323717914172262767456696,0,5,5,1,0.7853981633974483,1.0,0.1,1.0306165830618532
2024-01-06T19:15:33.374,198065985407654959228163186721486007367,0,5,5,1,0.7853981633974483,1.0,0.1,2.4447980967015575
2024-01-06T19:15:33.495,198162246674371840224365546814512962515,0,5,5,1,0.7853981633974483,1.0,0.1,0.6460302769834991
2024-01-06T19:15:33.479,198149247709748124875914327534525089776,0,5,5,2,0.7853981633974483,1.0,0.1,0.47616942766758164
2024-01-06T19:15:33.75,198364544695409262215312231613777634272,0,5,5,1,0.7853981633974483,1.0,0.1,1.8408175909859006
2024-01-06T19:15:33.906,198487822131718207241324403471789813623,0,5,5,1,0.7853981633974483,1.0,0.1,0.2851456481179165
2024-01-06T19:15:33.841,198374557550587814940425146882396604126,0,5,5,2,0.7853981633974483,1.0,0.1,1.3265724781037305
2024-01-06T19:15:34.217,198734078314163418509576817899060710021,0,5,5,1,0.7853981633974483,1.0,0.1,1.1405110494125774
2024-01-06T19:15:33.93,198507133204049434030726512024819505510,0,5,5,2,0.7853981633974483,1.0,0.1,0.9586879545634353
2024-01-06T19:15:34.458,198925436510520870880007827496186432293,0,5,5,1,0.7853981633974483,1.0,0.1,0.24050810024353989
2024-01-06T19:15:34.48,198942282794716278904123201386959992224,0,5,5,1,0.7853981633974483,1.0,0.1,1.8787233942857373
2024-01-06T19:15:34.278,198782277400654271333358746566156820017,0,5,5,2,0.7853981633974483,1.0,0.1,1.0011547544100345
2024-01-06T19:15:34.438,198909011561693713709790148213206953396,0,5,5,1,0.7853981633974483,1.0,0.1,0.6734380869749181
2024-01-06T19:15:34.768,199171045398878340611447897570134877653,0,5,5,1,0.7853981633974483,1.0,0.1,2.711713633113717
2024-01-06T19:15:34.761,199165600839550360368368788218290908269,0,5,5,1,0.7853981633974483,1.0,0.1,1.7414245432675628
2024-01-06T19:15:34.636,199066442040474007694238732335476245336,0,5,5,2,0.7853981633974483,1.0,0.1,0.5791317774747429
2024-01-06T19:15:35.179,199496159748318874608426874870124138703,0,5,5,1,0.7853981633974483,1.0,0.1,1.9491658337091853
2024-01-06T19:15:35.043,199388298527871955139341393913959058550,0,5,5,2,0.7853981633974483,1.0,0.1,0.7122354614060574
2024-01-06T19:15:35.257,199558466359883342367376093662759054649,0,5,5,1,0.7853981633974483,1.0,0.1,0.4937533594073931
2024-01-06T19:15:35.184,199499908191143749479464621639779924665,0,5,5,2,0.7853981633974483,1.0,0.1,1.4014896222053093
2024-01-06T19:15:35.349,199630816725609743419437006924925565525,0,5,5,1,0.7853981633974483,1.0,0.1,0.49795886694744906
2024-01-06T19:15:35.051,199395408463175985218027301592679954725,0,5,5,2,0.7853981633974483,1.0,0.1,0.33698099251246033
2024-01-06T19:15:35.779,199971329068434924685200424926582245369,0,5,5,1,0.7853981633974483,1.0,0.1,2.295732778380763
2024-01-06T19:15:35.812,199998031336047107195127863469189918897,0,5,5,1,0.7853981633974483,1.0,0.1,0.7715276077938116
2024-01-06T19:15:35.83,200011882003417850885102611230891473514,0,5,5,1,0.7853981633974483,1.0,0.1,1.492252119983714
2024-01-06T19:15:35.955,200110956028360313298498708778041253659,0,5,5,1,0.7853981633974483,1.0,0.1,0.6301482987363709
2024-01-06T19:15:34.729,199139769289444209621711143646858673650,0,5,5,5,0.7853981633974483,1.0,0.1,0.944692566855178
2024-01-06T19:15:36.37,200439847184307902274634684552885292862,0,5,5,1,0.7853981633974483,1.0,0.1,0.6455382981021069
2024-01-06T19:15:36.595,200617998838255851921143195270068782212,0,5,5,1,0.7853981633974483,1.0,0.1,0.14064977216459512
2024-01-06T19:15:36.147,200263400520417259597354558160992138273,0,5,5,2,0.7853981633974483,1.0,0.1,0.31690576458014147
2024-01-06T19:15:36.457,200509316021763659531075598994465909624,0,5,5,1,0.7853981633974483,1.0,0.1,1.1738659463822745
2024-01-06T19:15:35.704,199911083973659078083397986822120539566,0,5,5,5,0.7853981633974483,1.0,0.1,1.2057283810100614
2024-01-06T19:15:36.608,200628727123741908453680559214974459998,0,5,5,2,0.7853981633974483,1.0,0.1,2.1998285235949355
2024-01-06T19:15:36.98,200923392664221285407175000144347185949,0,5,5,1,0.7853981633974483,1.0,0.1,1.1575586408131546
2024-01-06T19:15:37.132,201043494477320333688229216939125694873,0,5,5,1,0.7853981633974483,1.0,0.1,3.3948691941911258
2024-01-06T19:15:35.274,199571856711629878182373050836704344275,0,5,5,5,0.7853981633974483,1.0,0.1,1.0627776485544274
2024-01-06T19:15:36.231,200329631302871058869928530364200210211,0,5,5,5,0.7853981633974483,1.0,0.1,0.7760692874798212
2024-01-06T19:15:37.401,201257046066561281785344566223856381254,0,5,5,1,0.7853981633974483,1.0,0.1,2.895529042553148
2024-01-06T19:15:36.211,200314368789644310985101257661997113649,0,5,5,5,0.7853981633974483,1.0,0.1,2.226767163913297
2024-01-06T19:15:36.359,200431394331649255411157605221252305087,0,5,5,5,0.7853981633974483,1.0,0.1,1.8335471216860249
2024-01-06T19:15:37.219,201112277991170342556970304978628617460,0,5,5,2,0.7853981633974483,1.0,0.1,0.4335476630051437
2024-01-06T19:15:37.916,201665062388411866552972526378895459213,0,5,5,1,0.7853981633974483,1.0,0.1,1.9777674898127717
2024-01-06T19:15:37.372,201233874998152360035677807673994138181,0,5,5,4,0.7853981633974483,1.0,0.1,0.9735956714201754
2024-01-06T19:15:37.744,201528324087291748016992969549744525869,0,5,5,2,0.7853981633974483,1.0,0.1,1.5933473127397768
2024-01-06T19:15:38.572,202184366707194437755108483889562334685,0,5,5,1,0.7853981633974483,1.0,0.1,2.627053876505673
2024-01-06T19:15:37.741,201525653305933392168656554259439636008,0,5,5,5,0.7853981633974483,1.0,0.1,0.987379391659595
2024-01-06T19:15:37.497,201333013039450133975701882376750109736,0,5,5,5,0.7853981633974483,1.0,0.1,1.2690082938440168
2024-01-06T19:15:38.918,202458726544990383842314033900257358592,0,5,5,2,0.7853981633974483,1.0,0.1,1.2183864766210348
2024-01-06T19:15:38.374,202027807738201800681426699364584572721,0,5,5,4,0.7853981633974483,1.0,0.1,0.915532938916293
2024-01-06T19:15:38.992,202517288675138102443455355450798542007,0,5,5,2,0.7853981633974483,1.0,0.1,1.1618769330747687
2024-01-06T19:15:37.684,201480960699459095657052304456993856717,0,5,5,5,0.7853981633974483,1.0,0.1,0.7448151885260705
2024-01-06T19:15:38.39,202040625270333358364320002543574965790,0,5,5,4,0.7853981633974483,1.0,0.1,1.9978611829220216
2024-01-06T19:15:38.194,201884925293078700948160290278984742080,0,5,5,4,0.7853981633974483,1.0,0.1,1.9405172768684005
2024-01-06T19:15:38.647,202243767071301557270258948810150087022,0,5,5,5,0.7853981633974483,1.0,0.1,0.8891629345279185
2024-01-06T19:15:39.196,202678824915756210629657350659452171210,0,5,5,4,0.7853981633974483,1.0,0.1,1.3936489479876282
2024-01-06T19:15:39.19,202673995008513016045530009223082773550,0,5,5,4,0.7853981633974483,1.0,0.1,1.1091290299577223
2024-01-06T19:15:39.787,203147206600733338653849302037912025978,0,5,5,3,0.7853981633974483,1.0,0.1,2.2956709576815313
2024-01-06T19:15:39.523,202937789929294010012253200340797745309,0,5,5,5,0.7853981633974483,1.0,0.1,1.9851048719630846
2024-01-06T19:15:40.007,203321097364101271164941131829987994707,0,5,5,4,0.7853981633974483,1.0,0.1,0.9422373553200881
2024-01-06T19:15:40.992,204101846537908338222082784127586849023,0,5,5,2,0.7853981633974483,1.0,0.1,1.1795465148523174
2024-01-06T19:15:40.555,203755769208948155027016809041857607957,0,5,5,5,0.7853981633974483,1.0,0.1,1.3667466513654596
2024-01-06T19:15:39.777,203139054815092245997379284311430040669,0,5,5,5,0.7853981633974483,1.0,0.1,1.0476157759933455
2024-01-06T19:15:39.745,203113568699774657446273176108601102658,0,5,5,5,0.7853981633974483,1.0,0.1,0.5942335121406904
2024-01-06T19:15:41.245,204302643977547740045836758952318431643,0,5,5,3,0.7853981633974483,1.0,0.1,1.8275833103982067
2024-01-06T19:15:41.182,204252476705043707869954205076316714810,0,5,5,4,0.7853981633974483,1.0,0.1,0.8866127139146959
2024-01-06T19:15:41.682,204648625598887606011133023810068750276,0,5,5,4,0.7853981633974483,1.0,0.1,1.1951120495100431
2024-01-06T19:15:41.359,204392638455066067762884496224183234169,0,5,5,5,0.7853981633974483,1.0,0.1,1.1630939738579666
2024-01-06T19:15:41.812,204751622051699824620258978965708593011,0,5,5,3,0.7853981633974483,1.0,0.1,1.0019612074769946
2024-01-06T19:15:41.841,204774805796614748652920627563802956632,0,5,5,3,0.7853981633974483,1.0,0.1,0.8876795850789027
2024-01-06T19:15:41.944,204855948111535357615329159925743733405,0,5,5,3,0.7853981633974483,1.0,0.1,2.0780511352068913
2024-01-06T19:15:42.216,205071201521707112106795375156489882995,0,5,5,3,0.7853981633974483,1.0,0.1,2.1435314191115555
2024-01-06T19:15:42.868,205588284916638083448999147100737634480,0,5,5,4,0.7853981633974483,1.0,0.1,2.184479541982748
2024-01-06T19:15:42.124,204998782227479323650300173565204357435,0,5,5,5,0.7853981633974483,1.0,0.1,2.0013568073991785
2024-01-06T19:15:42.919,205628184377736591998573745138466763100,0,5,5,5,0.7853981633974483,1.0,0.1,1.4095864159427298
2024-01-06T19:15:42.443,205251745073881367395063502317640840609,0,5,5,5,0.7853981633974483,1.0,0.1,1.0149916248801263
2024-01-06T19:15:43.908,206408794743802934067594435471535605288,0,5,5,2,0.7853981633974483,1.0,0.1,0.6069270693941475
2024-01-06T19:15:43.543,206123069467637991733146961217001316982,0,5,5,5,0.7853981633974483,1.0,0.1,1.7997213227646527
2024-01-06T19:15:43.531,206113416308317253764850057056915252599,0,5,5,5,0.7853981633974483,1.0,0.1,1.193546602690872
2024-01-06T19:15:43.816,206339490700925206480010969680579600961,0,5,5,4,0.7853981633974483,1.0,0.1,1.4244862939680323
2024-01-06T19:15:44.406,206806451983404778774489178989844020969,0,5,5,3,0.7853981633974483,1.0,0.1,1.717739815248802
2024-01-06T19:15:44.108,206569778447215667773054175569106643982,0,5,5,4,0.7853981633974483,1.0,0.1,1.0230281352257378
2024-01-06T19:15:43.612,206177716300450580416260943261019680304,0,5,5,5,0.7853981633974483,1.0,0.1,1.7664938788747073
2024-01-06T19:15:44.091,206557204937824654026878357656278180185,0,5,5,4,0.7853981633974483,1.0,0.1,1.4033381051164506
2024-01-06T19:15:44.59,206952639035186348474139067537674567206,0,5,5,4,0.7853981633974483,1.0,0.1,1.3402006129957393
2024-01-06T19:15:44.664,207010448814702831619068257920251875208,0,5,5,4,0.7853981633974483,1.0,0.1,1.991854064104358
2024-01-06T19:15:44.493,206875294918376673342423289470722620107,0,5,5,3,0.7853981633974483,1.0,0.1,1.191795526716293
2024-01-06T19:15:45.546,207710128405042477808534701596552856126,0,5,5,2,0.7853981633974483,1.0,0.1,0.7204697023461795
2024-01-06T19:15:44.677,207021154757847059133212745506294398339,0,5,5,5,0.7853981633974483,1.0,0.1,1.6065896533825779
2024-01-06T19:15:46.08,208130396569944268415352774960750117567,0,5,5,3,0.7853981633974483,1.0,0.1,1.5532642127338825
2024-01-06T19:15:45.529,207696043222310691895715040963249636388,0,5,5,4,0.7853981633974483,1.0,0.1,0.4101866109404558
2024-01-06T19:15:46.159,208195112509930794955388148977252006171,0,5,5,3,0.7853981633974483,1.0,0.1,0.8527376912536413
2024-01-06T19:15:47.204,209023515046645316586609336539676214322,0,5,5,2,0.7853981633974483,1.0,0.1,0.41450415792693085
