time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,sim_type,sim_time,mutation_strength,popsize,loss
2024-02-18T17:10:27.098,77860169510110860202645761054793335612,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.4224786315073256
2024-02-18T17:10:29.153,78135807615080811433565101464280958425,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.2449632540999146
2024-02-18T17:10:29.287,78135739320404724138164499893132764644,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,2.9816844997368057
2024-02-18T17:10:29.358,78135568979855318468834731770412356753,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.7791309599650518
2024-02-18T17:10:29.466,79777384084936662916329721547793781448,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0003,10,3.964240929203028
2024-02-18T17:10:29.633,79310406164542962626587839557036976466,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0004,10,0.7638135498040381
2024-02-18T17:10:29.746,78898304838633142387943131757142183378,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.001,10,0.6310908561617207
2024-02-18T17:10:29.806,78403691342872841555138036720920377552,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0003,10,1.5005437642493706
2024-02-18T17:10:29.974,77997723069023250517774308401398705939,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,1.2732767333218484
2024-02-18T17:10:30.102,78537433234886670611488322172115499712,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.08647106175640705
2024-02-18T17:10:30.22,79621452761447463845938966614457976231,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0004,10,0.9602424324387896
2024-02-18T17:10:30.302,79412264267116176287254931892513576326,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.368391814460437
2024-02-18T17:10:30.413,78135864342445171647342687200359069424,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.13149843135748515
2024-02-18T17:10:30.588,78649785899866523725099181753969045605,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.4173819286062295
2024-02-18T17:10:30.695,79517004056416358769275767174841358928,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,0.7844504611095467
2024-02-18T17:10:30.748,78271293160495254421434303770773676869,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0005,10,1.301622099446521
2024-02-18T17:10:30.859,78783439056338336809351892166529209564,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0005,10,2.7141756097959786
2024-02-18T17:10:31.011,79203151990277227450329793008523169982,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,3.5595015628733573
2024-02-18T17:10:31.22,79043073706305706756446003133829187822,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,1.435332506397594
2024-02-18T17:10:31.355,78135929309538433340716234738579247848,0,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.001,10,0.4597039384607932
2024-02-18T17:10:38.468,78537433234886670611488322172115499712,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.08630708381476083
2024-02-18T17:10:38.599,78135568979855318468834731770412356753,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.7757153939260973
2024-02-18T17:10:39.187,77860169510110860202645761054793335612,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.42194722244702393
2024-02-18T17:10:39.275,78135929309538433340716234738579247848,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.001,10,0.45576806911319906
2024-02-18T17:10:39.487,78783439056338336809351892166529209564,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00035,10,2.710326434286063
2024-02-18T17:10:40.26,78135739320404724138164499893132764644,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,2.9750908951029253
2024-02-18T17:10:40.401,79517004056416358769275767174841358928,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,0.7795730418860153
2024-02-18T17:10:41.149,78403691342872841555138036720920377552,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00020999999999999998,10,1.4991621397332136
2024-02-18T17:10:41.27,78271293160495254421434303770773676869,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0005,10,1.2998197583695612
2024-02-18T17:10:41.36,78649785899866523725099181753969045605,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.41712518387005604
2024-02-18T17:10:41.476,79310406164542962626587839557036976466,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0004,10,0.7619882282232768
2024-02-18T17:10:41.644,79412264267116176287254931892513576326,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.36795050701982635
2024-02-18T17:10:41.773,78898304838633142387943131757142183378,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.6299478188749642
2024-02-18T17:10:42.797,79777384084936662916329721547793781448,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00014699999999999997,10,3.9599968589131596
2024-02-18T17:10:43.028,78135864342445171647342687200359069424,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.1297585424409643
2024-02-18T17:10:44.232,79621452761447463845938966614457976231,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00028,10,0.9572468132301747
2024-02-18T17:10:44.323,79043073706305706756446003133829187822,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,1.4311251051853044
2024-02-18T17:10:44.757,77997723069023250517774308401398705939,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,1.2666026075750785
2024-02-18T17:10:46.084,78537433234886670611488322172115499712,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00014,10,0.0862056798110812
2024-02-18T17:10:47.248,79203151990277227450329793008523169982,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,3.555282514817376
2024-02-18T17:10:48.489,78135929309538433340716234738579247848,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.001,10,0.45412238715475195
2024-02-18T17:10:49.9,79517004056416358769275767174841358928,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,0.772736611681185
2024-02-18T17:10:50.026,78135739320404724138164499893132764644,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,2.964643033810615
2024-02-18T17:10:50.166,78135807615080811433565101464280958425,5,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.24387175726437374
2024-02-18T17:10:50.451,78135568979855318468834731770412356753,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.7727617650064941
2024-02-18T17:10:51.047,78783439056338336809351892166529209564,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00035,10,2.707566073061202
2024-02-18T17:10:51.864,77860169510110860202645761054793335612,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.421237593881492
2024-02-18T17:10:52.427,79412264267116176287254931892513576326,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.36751368153577696
2024-02-18T17:10:52.987,78271293160495254421434303770773676869,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0005,10,1.2971872099162483
2024-02-18T17:10:53.129,78898304838633142387943131757142183378,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.6286897368317296
2024-02-18T17:10:54.514,79043073706305706756446003133829187822,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,1.425511445863467
2024-02-18T17:10:55.082,77997723069023250517774308401398705939,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,1.2616054047771668
2024-02-18T17:10:55.132,78135864342445171647342687200359069424,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.12775198228885823
2024-02-18T17:10:55.757,79310406164542962626587839557036976466,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0004,10,0.7606855790089666
2024-02-18T17:10:55.885,79621452761447463845938966614457976231,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00028,10,0.955799876666538
2024-02-18T17:10:56.043,78649785899866523725099181753969045605,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.4168648645914364
2024-02-18T17:10:56.754,79777384084936662916329721547793781448,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,3.529469999999998e-5,10,3.959155719191063
2024-02-18T17:10:57.897,78403691342872841555138036720920377552,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00020999999999999998,10,1.4979561889744295
2024-02-18T17:10:58.065,78537433234886670611488322172115499712,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00014,10,0.08607116854424353
2024-02-18T17:10:59.094,78783439056338336809351892166529209564,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00035,10,2.705254554417845
2024-02-18T17:10:59.22,78135739320404724138164499893132764644,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0008,10,2.9595206195047066
2024-02-18T17:10:59.72,79517004056416358769275767174841358928,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,0.767734263107685
2024-02-18T17:11:01.438,78135807615080811433565101464280958425,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0009,10,0.2422331300642948
2024-02-18T17:11:01.551,78135929309538433340716234738579247848,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.001,10,0.45126103824210695
2024-02-18T17:11:02.099,78135568979855318468834731770412356753,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00049,10,0.7708740600693083
2024-02-18T17:11:02.256,79203151990277227450329793008523169982,10,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0006,10,3.550786714877472
2024-02-18T17:11:04.003,78271293160495254421434303770773676869,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0005,10,1.2935760640460872
2024-02-18T17:11:04.112,78898304838633142387943131757142183378,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,0.6266936434823235
2024-02-18T17:11:05.337,79412264267116176287254931892513576326,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.3669831829009309
2024-02-18T17:11:05.46,79043073706305706756446003133829187822,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0007,10,1.4216605764602452
2024-02-18T17:11:05.567,77860169510110860202645761054793335612,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0002,10,0.4205864473533119
2024-02-18T17:11:06.505,79310406164542962626587839557036976466,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0004,10,0.7580742760280069
2024-02-18T17:11:06.639,79621452761447463845938966614457976231,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.00019599999999999997,10,0.9554298793182756
2024-02-18T17:11:07.775,78649785899866523725099181753969045605,15,5,4,1,0.0,0.1,0.1,Diff,1000.0,0.0001,10,0.4166935685129933
