time,behaviours,loss,epochs
2024-01-01T21:53:54.775,3,1.596886258151585,0
2024-01-01T21:53:54.776,3,2.5341082809221565,0
2024-01-01T21:53:54.775,3,4.173256960844456,0
2024-01-01T21:53:54.775,3,2.4051649346588766,0
2024-01-01T21:53:54.775,3,3.3647086273742066,0
2024-01-01T21:53:54.775,3,3.105888436721982,0
2024-01-01T21:53:54.775,3,2.299623971079571,0
2024-01-01T21:53:54.775,3,2.3438975174936956,0
2024-01-01T21:54:01.508,3,0.2490685498014419,10
2024-01-01T21:54:01.267,3,0.10685718863756484,10
2024-01-01T21:54:01.514,3,0.14496589561466655,10
2024-01-01T21:54:01.593,3,0.14140599126440392,10
2024-01-01T21:54:01.851,3,0.17884022823871945,10
2024-01-01T21:54:01.883,3,0.22849227733849217,10
2024-01-01T21:54:01.953,3,0.23493491117383156,10
2024-01-01T21:54:02.266,3,0.16398693520807822,10
2024-01-01T21:54:08.704,3,0.2206285597200106,20
2024-01-01T21:54:08.638,3,0.13327387381796255,20
2024-01-01T21:54:08.696,3,0.13852896875161383,20
2024-01-01T21:54:08.869,3,0.10037716285398153,20
2024-01-01T21:54:09.742,3,0.19278923987802352,20
2024-01-01T21:54:09.734,3,0.21909431235627974,20
2024-01-01T21:54:10.228,3,0.14365914241102537,20
2024-01-01T21:54:10.424,3,0.14011305331094256,20
2024-01-01T21:54:16.115,3,0.13797458593537312,30
2024-01-01T21:54:16.28,3,0.20418999935195922,30
2024-01-01T21:54:16.74,3,0.1251148835445989,30
2024-01-01T21:54:17.503,3,0.16452505593097963,30
2024-01-01T21:54:17.362,3,0.0801177416507567,30
2024-01-01T21:54:18.277,3,0.13566027849869963,30
2024-01-01T21:54:18.277,3,0.18558189354602828,30
2024-01-01T21:54:18.84,3,0.1181195769901584,30
2024-01-01T21:54:24.548,3,0.13675601997887146,40
2024-01-01T21:54:25.472,3,0.1723251610360461,40
2024-01-01T21:54:26.096,3,0.12150943557140136,40
2024-01-01T21:54:26.596,3,0.1547107650700751,40
2024-01-01T21:54:27.018,3,0.07350247633261793,40
2024-01-01T21:54:27.733,3,0.16635758077357016,40
2024-01-01T21:54:28.592,3,0.09888494986649753,40
2024-01-01T21:54:28.799,3,0.12546215389108373,40
2024-01-01T21:54:33.401,3,0.13069211896149022,50
2024-01-01T21:54:35.028,3,0.12080668850298805,50
2024-01-01T21:54:35.172,3,0.16241851533536106,50
2024-01-01T21:54:36.226,3,0.15308309395501496,50
2024-01-01T21:54:36.674,3,0.07097700168269648,50
2024-01-01T21:54:37.326,3,0.1640689549540866,50
2024-01-01T21:54:38.026,3,0.08866825373824966,50
2024-01-01T21:54:38.74,3,0.11496337896681565,50
2024-01-01T21:54:41.535,3,0.11917133010144353,60
2024-01-01T21:54:44.02,3,0.1624122124357612,60
2024-01-01T21:54:44.501,3,0.12080353314201177,60
2024-01-01T21:54:45.988,3,0.15024522723088218,60
2024-01-01T21:54:46.696,3,0.07097700168269648,60
2024-01-01T21:54:46.816,3,0.15793519493801747,60
2024-01-01T21:54:48.276,3,0.08604302129609309,60
2024-01-01T21:54:49.039,3,0.11496337896681565,60
2024-01-01T21:54:49.895,3,0.10591251096738201,70
2024-01-01T21:54:53.482,3,0.16117372650593295,70
2024-01-01T21:54:53.876,3,0.11827674025881811,70
2024-01-01T21:54:56.374,3,0.14907230877854488,70
2024-01-01T21:54:56.6,3,0.07048587401796483,70
2024-01-01T21:54:56.959,3,0.15311861067723972,70
2024-01-01T21:54:58.527,3,0.10588202926963186,80
2024-01-01T21:54:58.595,3,0.08476123586229008,70
2024-01-01T21:54:59.81,3,0.10900165811805013,70
2024-01-01T21:55:02.693,3,0.1555054707927426,80
2024-01-01T21:55:03.969,3,0.11647946434896461,80
2024-01-01T21:55:05.836,3,0.06970948319504999,80
2024-01-01T21:55:06.184,3,0.14860054667965053,80
2024-01-01T21:55:06.462,3,0.09529732560433916,90
2024-01-01T21:55:06.653,3,0.15311861067723972,80
2024-01-01T21:55:08.314,3,0.08034471816276662,80
2024-01-01T21:55:09.298,3,0.10820337106641377,80
2024-01-01T21:55:12.457,3,0.14847722408540573,90
2024-01-01T21:55:12.995,3,0.11002876300873259,90
2024-01-01T21:55:15.287,3,0.09494764199636786,100
2024-01-01T21:55:16.077,3,0.1439926857527789,90
2024-01-01T21:55:16.019,3,0.06810881324290018,90
2024-01-01T21:55:17.077,3,0.15133093486938978,90
2024-01-01T21:55:17.984,3,0.07945660295459585,90
2024-01-01T21:55:19.462,3,0.10392700326089872,90
2024-01-01T21:55:22.79,3,0.14293277139841734,100
2024-01-01T21:55:22.806,3,0.10903062064990886,100
2024-01-01T21:55:24.256,3,0.09460451490272433,110
2024-01-01T21:55:25.779,3,0.1326231596064691,100
2024-01-01T21:55:26.056,3,0.06682784447262517,100
2024-01-01T21:55:26.837,3,0.14796422561262282,100
2024-01-01T21:55:27.866,3,0.07552855135377962,100
2024-01-01T21:55:30.163,3,0.1003313992968931,100
2024-01-01T21:55:32.983,3,0.1396699320461569,110
2024-01-01T21:55:33.258,3,0.09416116221575495,120
2024-01-01T21:55:33.407,3,0.10798561250529393,110
2024-01-01T21:55:36.674,3,0.06567126845491637,110
2024-01-01T21:55:37.15,3,0.12929968149513346,110
2024-01-01T21:55:37.527,3,0.13939636948766862,110
2024-01-01T21:55:38.846,3,0.071321898832119,110
2024-01-01T21:55:41.11,3,0.09917961972256235,110
2024-01-01T21:55:42.925,3,0.0928384869616522,130
2024-01-01T21:55:43.76,3,0.1344779939958026,120
2024-01-01T21:55:44.144,3,0.10644488943662513,120
2024-01-01T21:55:47.655,3,0.1273181309953004,120
2024-01-01T21:55:47.73,3,0.061387556629459474,120
2024-01-01T21:55:48.838,3,0.1350360437695234,120
2024-01-01T21:55:49.835,3,0.06689504328775422,120
2024-01-01T21:55:52.392,3,0.09477462955157283,120
2024-01-01T21:55:52.5,3,0.08831675371292043,140
2024-01-01T21:55:54.843,3,0.1053036279364045,130
2024-01-01T21:55:54.918,3,0.1323425725424514,130
2024-01-01T21:55:58.837,3,0.05886873339180091,130
2024-01-01T21:55:59.556,3,0.11356908693610594,130
2024-01-01T21:56:01.131,3,0.12665073674740107,130
2024-01-01T21:56:01.747,3,0.06521844194301461,130
2024-01-01T21:56:03.335,3,0.0843554725374519,150
2024-01-01T21:56:04.815,3,0.09036960652828196,130
2024-01-01T21:56:06.696,3,0.10480919640619583,140
2024-01-01T21:56:06.725,3,0.1323425725424514,140
2024-01-01T21:56:10.349,3,0.05885546385176149,140
2024-01-01T21:56:11.271,3,0.10854042922070188,140
2024-01-01T21:56:13.628,3,0.11958924006739328,140
2024-01-01T21:56:13.441,3,0.039992375748149254,140
2024-01-01T21:56:16.317,3,0.09036960652828196,140
2024-01-01T21:56:17.315,3,0.086483531348498,150
2024-01-01T21:56:17.639,3,0.09351865950973116,150
2024-01-01T21:56:20.373,3,0.05787881134564821,150
2024-01-01T21:56:20.619,3,0.10762427432682144,150
2024-01-01T21:56:23.018,3,0.11886317209371189,150
2024-01-01T21:56:23.372,3,0.038997484632331894,150
2024-01-01T21:56:24.261,3,0.0736316119102028,150
