time,uuid,epochs,rows,columns,behaviours,min_angle,mag_goals,mag_modifier,sim_type,sim_time,mutation_strength,popsize,loss
2025-03-23T19:59:57.107,4285419304725090189282554277178204395,0,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,2.49401804815231
2025-03-23T20:00:12.91,4299567077705262375086439891694170434,0,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,1.138843862603356
2025-03-23T20:00:13.158,4097020280237545594109989539406452942,0,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,1.3507929421964862
2025-03-23T20:00:13.312,3510632842428846666333228386951141715,0,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,1.6015458506474396
2025-03-23T20:00:13.64,4293910345358068929108820412701867504,0,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.0020296377011483043
2025-03-23T20:00:13.733,4273601632004462521379764064996379402,0,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.8959881860875638
2025-03-23T20:00:14.178,3533132056019647452458784447192133643,0,5,4,4,0.7853981633974483,0.1,0.1,SecondOrderDiff,500.0,,,0.5407219696858983
2025-03-23T20:00:14.88,4335200736077677903865007063138589119,0,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,1.159535131751794
2025-03-23T20:00:15.449,4103235729586789632556091775399820164,0,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.6601812846423873
2025-03-23T20:00:15.7,4097020280237545594109989539406452942,5,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.0009560268145275061
2025-03-23T20:00:15.729,3510632842428846666333228386951141715,5,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.2863834286269325
2025-03-23T20:00:15.96,3522528158748738314474270531253913621,0,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.002443552758069296
2025-03-23T20:00:16.113,4285419304725090189282554277178204395,5,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,1.9517621593287835
2025-03-23T20:00:16.751,4082916875028381402417015904586083757,0,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.05944599151508401
2025-03-23T20:00:17.094,4329993861237240450619391585517182857,0,5,4,4,0.7853981633974483,0.1,0.1,SecondOrderDiff,500.0,,,0.3885372930714166
2025-03-23T20:00:17.582,4089376347118169372731557774329679832,0,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.006012559358754849
2025-03-23T20:00:17.619,3522528158748738314474270531253913621,5,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.1680798167127823
2025-03-23T20:00:17.896,4103235729586789632556091775399820164,5,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,1.5054086363801278
2025-03-23T20:00:18.417,4097020280237545594109989539406452942,10,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,1.157840870619648
2025-03-23T20:00:18.757,4273601632004462521379764064996379402,5,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.8928232542959564
2025-03-23T20:00:19.384,4299567077705262375086439891694170434,5,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.6294387562959286
2025-03-23T20:00:19.69,3522528158748738314474270531253913621,10,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.10355641952911739
2025-03-23T20:00:19.985,4089376347118169372731557774329679832,5,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.005089416724339353
2025-03-23T20:00:20.027,3510632842428846666333228386951141715,10,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.2809844608296692
2025-03-23T20:00:20.324,4293910345358068929108820412701867504,5,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.844199807807489
2025-03-23T20:00:20.711,4097020280237545594109989539406452942,15,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.9376018581353452
2025-03-23T20:00:21.162,3527762763446055757159007948481754944,0,5,4,4,0.7853981633974483,0.1,0.1,SecondOrderDiff,500.0,,,0.003405824438864247
2025-03-23T20:00:21.319,4082916875028381402417015904586083757,5,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.3184086219451558
2025-03-23T20:00:21.936,4077428740211018308822214188808430972,0,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.28093716271832714
2025-03-23T20:00:22.308,3517091522237009496556727692978160409,0,5,4,4,0.7853981633974483,0.1,0.1,SecondOrderDiff,500.0,,,0.3890555016325967
2025-03-23T20:00:22.974,4299567077705262375086439891694170434,10,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.2463460030218543
2025-03-23T20:00:23.377,4103235729586789632556091775399820164,10,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.3744478910539189
2025-03-23T20:00:23.741,4285419304725090189282554277178204395,10,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,1.4854097607553913
2025-03-23T20:00:24.61,4097020280237545594109989539406452942,20,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.7998057878138263
2025-03-23T20:00:24.908,3522528158748738314474270531253913621,15,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.0016002830982682825
2025-03-23T20:00:25.006,4089376347118169372731557774329679832,10,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,2.4926992710605327
2025-03-23T20:00:25.373,4273601632004462521379764064996379402,10,5,4,2,1.5707963267948966,0.1,0.1,SecondOrderDiff,500.0,,,0.7374982609258438
2025-03-23T20:00:26.142,4299567077705262375086439891694170434,15,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.0020524247099920367
2025-03-23T20:00:26.195,3510632842428846666333228386951141715,15,5,4,1,0.0,0.1,0.1,SecondOrderDiff,500.0,,,0.2809844608296692
2025-03-23T20:00:26.658,4329993861237240450619391585517182857,5,5,4,4,0.7853981633974483,0.1,0.1,SecondOrderDiff,500.0,,,0.7776482347519058
2025-03-23T20:00:28.083,4077428740211018308822214188808430972,5,5,4,3,1.0471975511965976,0.1,0.1,SecondOrderDiff,500.0,,,0.8902802919269902
