behaviours,loss_median,var
1,0.2781316654692259,0.12395687311085306
2,0.4342491615895039,0.04169520061410429
3,0.4541633543740251,0.1120584942564382
4,0.4264671125497032,0.17829265832952368
5,0.4897056626196724,0.05768748436630204
6,0.6215907901992412,0.06140094565575334
7,0.5126822417278195,0.04330272047384207
