frq,amp
0.0,0.0
0.2,0.11880216909036534
0.4,0.23351025765319022
0.6,0.26666907084413616
0.8,0.22838311994058547
1.0,0.1578478864793187
1.2,0.10010173222760876
1.4,0.12004930945888592
1.6,0.18836012631166632
1.8,0.19625296974839213
2.0,0.20225314962547447
2.2,0.19223291392768882
2.4,0.18242409909648938
2.6,0.17719876235994292
2.8,0.1771794930551227
3.0,0.1820392970309337
