frq,amp
0.0,0.0
0.2,0.13265850746351315
0.4,0.4139564750700959
0.6,0.3484127655015614
0.8,0.4167275512889015
1.0,0.2755124108861171
1.2,0.2759353949904737
1.4,0.20165062566863767
1.6,0.21856206983768
1.8,0.18836155868334004
2.0,0.16987848289062146
2.2,0.13535699247208743
2.4,0.13818441491836175
2.6,0.13731348280886113
2.8,0.07967787981682495
3.0,0.08485000412049715
