springConstants
2.15
1.069
0.1499999999999999
0.2499999999999999
0.1499999999999999
1.4209999999999998
3.201579511
2.131
0.1499999999999999
1.8961
2.64049
0.5109999999999997
0.1499999999999999
2.05
2.779
1.15
1.0499999999999998
3.589
2.0069532789999998
2.8061
-0.7500000000000001
0.96
0.43999999999999995
1.15
2.05
-0.22829690000000025
0.23999999999999977
2.05
0.1499999999999999
1.15
1.5351000000000001
0.979
2.42656721
2.779
2.86
1.2309999999999999
1.15
0.8061
0.23999999999999977
0.5109999999999997
-0.6600000000000001
3.4351000000000003
2.5351
2.589
3.1585327899999998
-0.5790000000000002
2.2399999999999998
1.96
2.05
3.05
1.7061
1.15
2.4351000000000003
1.8734327899999994
1.879
0.96
2.437420489
1.15
3.5150989291
1.464520489
1.0771
2.05
0.1499999999999999
0.3938999999999997
0.1499999999999999
0.1499999999999999
1.0961
1.0499999999999998
2.05
0.1499999999999999
2.879
0.2499999999999999
-0.18046721000000027
1.3399999999999999
0.5109999999999997
3.0686294401
2.7061
0.6717030999999998
0.68046721
0.1499999999999999
0.1499999999999999
0.4209999999999998
2.9114899999999997
