springConstantsUntrained,springConstantsTrained
-0.48043218991785464,1.232960410421389
0.041577677012065606,0.05800056017386459
-0.3307667504830152,1.0645619082955164
0.3035384212009301,1.7459551530436606
-0.40749227788982945,0.10140927439554018
-0.43251144957718246,1.1744579315978363
-0.24186140329167527,1.4417018578337926
-0.07884922323794252,3.069681658820619
-0.0033654900746521443,1.7014784136227123
0.09507304605249223,0.2702604912206718
-0.3025785547376847,1.040842536426374
0.3862480634862495,3.3113045100756557
-0.2812867394401034,2.7370069919038644
0.4693082239731702,0.3033282153065184
0.2768585173139826,0.1271595164631172
0.28314786465474606,1.7406980260477876
-0.22942659836463275,0.1625318802133165
-0.024548796188298527,1.1429958831675315
0.2582835933176949,0.970106012777607
0.23104109138186157,1.0833073221226346
-0.07405387773031624,2.745843666303365
-0.46749663235030103,0.2657541849272212
0.2622694000359648,1.121521730631173
0.1374248179313099,2.160059130487961
0.3310182208465783,2.253833959612742
0.17089165670853812,1.166053679474688
0.48103578492948185,1.2176419173477575
-0.46008859016380055,2.5125608942879847
-0.20953526131397138,0.23485155100152183
-0.3137681492783506,0.0989215839632631
0.15082882155009758,2.0507662870002514
0.12811340776903357,0.14092725225690061
0.412951438512304,0.3649154271132444
0.33053779547114914,1.0798099906912013
0.016601090414749553,0.14221379808687226
0.24394129314024526,0.12099428746710061
-0.19787140513880896,0.9734639194702013
-0.10570630088374322,1.1335983496565478
0.4659895349023421,1.263848418523958
-0.2937181458003886,1.157820532839986
-0.14568206804976402,0.03852665158634052
0.14716008872832043,2.095298369033997
0.02488901606212801,1.1116272111567953
0.1876632847535007,1.2349559750140562
-0.47854305964800514,2.0131907000057274
0.3496192553367833,2.8765325310864016
0.17168512569110783,1.2741959240384018
-0.16383012339666236,1.8627090155692212
-0.18723915719179884,0.09558420259947922
0.06643929192944298,1.1100169003362539
-0.11856800860172945,-0.740769004832572
0.2587249374270393,1.0023919916086281
-0.3503243439116044,2.645881595969367
-0.035859805216178264,1.18213985587536
-0.10616134581247949,1.2858264902140706
0.2793999115860868,1.1764128546533847
0.10052216055764596,1.2350689519689915
-0.019318902902879298,2.025643565271446
0.3265531752563784,0.2681706861566499
-0.3837427118269563,0.2509051308304773
-0.019274162946916418,0.07145689599124919
-0.3453444487854158,1.568575836609658
-0.11683191151609862,2.1257230259875004
0.42459508963694015,1.1595680352444597
0.11767785764829242,1.0852120339907554
0.07399027521486268,3.624481533107065
-0.03645865713297369,0.9093478124406887
0.07368490631764457,1.016939363396032
0.011163618761763971,0.33708847295856664
-0.0836211234996842,2.9279808912099257
0.48491968444365807,0.24878629793067988
-0.4513973540328926,1.118769695194427
0.023065197924447056,0.2720579292199254
0.22920347996615664,0.09880701151369811
-0.0704688289480756,1.3183623135120228
-0.423135370440498,1.1515670830054479
-0.22248133403081216,0.1476266453886779
-0.29672511200076335,0.5322890758899306
-0.11767331192354757,0.15248203183089057
-0.27328445172988736,2.1956498791001016
0.3873040320353959,0.6122191899094317
-0.35371697361583543,0.42503738304723676
-0.19709302006702367,1.8404931006654284
